dCategory,Team,League,City,City Alt.,Neighborhood,Intensity,zipcode,US lat,US lon,Match,Race,Fandom Level,helper,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Pittsburgh Steelers,NFL,Oakdale,Oakdale,Oakdale,32,11769,40.738322,-73.131797,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,7
Fans,Pittsburgh Steelers,NFL,Oakmont,Oakmont,Oakmont,60,15139,40.521697,-79.83621,,Hispanic,avid,0.15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2
Fans,Pittsburgh Steelers,NFL,Oklahoma,Vinita,Vinita,40,74301,36.723649,-95.197639,,Hispanic,casual,0.15,0,0,2,0,14,2,2,0,0,0,8,3,2,0,0,0
Fans,Pittsburgh Steelers,NFL,Orchard Hills,Hagerstown,Hagerstown,39,21742,39.642995,-77.652779,,Hispanic,casual,0.15,15,0,0,0,0,3,8,6,1,8,9,35,5,7,0,16
Fans,Pittsburgh Steelers,NFL,Oregon,Oregon,Oregon,14,43616,41.656948,-83.44433,,Hispanic,casual,0.15,0,0,10,0,2,0,8,6,0,7,12,10,3,3,5,12
Fans,Pittsburgh Steelers,NFL,Patterson Township,Beaver Falls,Beaver Falls,37,15010,40.75201,-80.31923,,Hispanic,casual,0.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Pittsburgh Steelers,NFL,Pittsburgh,Pittsburgh,Pittsburgh,27,15201,40.47441,-79.950968,,Hispanic,casual,0.15,7,1,0,0,0,0,0,0,0,0,2,4,0,1,0,1
Fans,Pittsburgh Steelers,NFL,Plum,Pittsburgh,Pittsburgh,42,15239,40.483674,-79.738073,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Fans,Pittsburgh Steelers,NFL,Port Canaveral,Cape Canaveral,Cape Canaveral,0,32920,28.394642,-80.614323,,Hispanic,convertible,0.15,6,0,2,0,2,5,0,0,2,16,2,0,2,3,7,5
Fans,Pittsburgh Steelers,NFL,Port Royal,Port Royal,Port Royal,13,17082,40.53341,-77.38554,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Port Washington,Port Washington,Port Washington,0,11050,40.839896,-73.693128,,Hispanic,convertible,0.15,9,0,0,6,5,18,2,3,14,0,47,23,20,7,15,30
Fans,Pittsburgh Steelers,NFL,Portage,Portage,Portage,47,49002,42.193793,-85.563901,,Hispanic,casual,0.15,5,0,0,3,0,0,5,8,0,0,3,0,3,2,0,0
Fans,Pittsburgh Steelers,NFL,Princeville,Princeville,Princeville,0,61559,40.929759,-89.757602,,Hispanic,convertible,0.15,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Prospect,Prospect,Prospect,40,16052,40.90451,-80.04645,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Punxsutawney,Punxsutawney,Punxsutawney,26,15767,40.944538,-78.979845,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Rich Creek,Rich Creek,Rich Creek,0,24147,37.38234,-80.82258,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Richmond,Richmond,Richmond,28,56368,45.460536,-94.536053,,Hispanic,casual,0.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Fans,Pittsburgh Steelers,NFL,Robinson Township,Mc Kees Rocks,Mc Kees Rocks,41,15136,40.444235,-80.146724,,Hispanic,casual,0.15,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Fans,Pittsburgh Steelers,NFL,Ross Township,Pittsburgh,Pittsburgh,39,15229,40.520343,-80.037048,,Hispanic,casual,0.15,2,0,0,0,0,0,0,0,9,0,6,2,0,1,0,1
Fans,Pittsburgh Steelers,NFL,Rouseville,Rouseville,Rouseville,67,16344,41.471714,-79.688057,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Saint Clair,Saint Clair,Saint Clair,0,17970,40.720206,-76.19195,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Saint Clairsville,Saint Clairsville,Saint Clairsville,24,43950,40.077792,-80.978797,,Hispanic,casual,0.15,2,0,0,0,0,0,0,0,0,5,3,5,0,2,0,3
Fans,Pittsburgh Steelers,NFL,Saint Marys,Saint Marys,Saint Marys,26,45885,40.584975,-84.376744,,Hispanic,casual,0.15,0,0,0,0,2,7,0,0,1,1,0,3,2,0,0,0
Fans,Pittsburgh Steelers,NFL,Sandersville,Sandersville,Sandersville,0,31082,32.974982,-82.840564,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0
Fans,Pittsburgh Steelers,NFL,Sandusky South,Sandusky,Sandusky,10,44870,41.399129,-82.724417,,Hispanic,casual,0.15,2,7,3,3,10,2,0,0,1,11,17,10,19,9,0,0
Fans,Pittsburgh Steelers,NFL,Sarver,Sarver,Sarver,39,16055,40.720919,-79.76262,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Scott Township,Jermyn,Jermyn,38,18433,41.53091,-75.54546,,Hispanic,casual,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Pittsburgh Steelers,NFL,Scottdale,Scottdale,Scottdale,45,15683,40.10035,-79.58698,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Seneca,Seneca,Seneca,41,16346,41.378581,-79.707212,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Sewickley Heights,Sewickley,Sewickley,33,15143,40.568133,-80.146809,,Hispanic,casual,0.15,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3
Fans,Pittsburgh Steelers,NFL,Shanor-Northvue,Butler,Butler,38,16001,40.885861,-79.934048,,Hispanic,casual,0.15,10,3,5,0,0,0,2,1,0,1,2,3,3,10,2,0
Fans,Pittsburgh Steelers,NFL,Sharon,Sharon,Sharon,33,16146,41.23311,-80.4934,,Hispanic,casual,0.15,2,4,2,2,0,0,0,0,0,1,0,5,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Sharpsville,Sharpsville,Sharpsville,0,16150,41.283776,-80.400053,,Hispanic,convertible,0.15,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Slippery Rock,Slippery Rock,Slippery Rock,23,16057,41.052427,-80.043821,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Pittsburgh Steelers,NFL,South Park Township,Library,Library,62,15129,40.303119,-79.997567,,Hispanic,avid,0.15,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
Fans,Pittsburgh Steelers,NFL,Spry,York,York,0,17402,39.958485,-76.658667,,Hispanic,convertible,0.15,17,0,0,35,0,4,8,11,3,17,18,7,2,0,9,3
Fans,Pittsburgh Steelers,NFL,Steubenville,Steubenville,Steubenville,22,43952,40.406817,-80.662786,,Hispanic,casual,0.15,7,4,0,0,2,5,0,0,0,2,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Stowe Township,Mc Kees Rocks,Mc Kees Rocks,48,15136,40.444235,-80.146724,,Hispanic,casual,0.15,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Fans,Pittsburgh Steelers,NFL,Sugarcreek,Franklin,Franklin,58,16323,41.335291,-79.783172,,Hispanic,avid,0.15,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0
Fans,Pittsburgh Steelers,NFL,Summit,Lees Summit,Lees Summit,0,64063,38.911994,-94.351673,,Hispanic,convertible,0.15,2,0,2,0,2,3,2,0,1,11,6,11,0,18,25,0
Fans,Pittsburgh Steelers,NFL,Tannersville,Tannersville,Tannersville,0,18372,41.04009,-75.30574,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Tarentum,Tarentum,Tarentum,59,15084,40.60146,-79.75977,,Hispanic,avid,0.15,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Thompsonville,Canonsburg,Canonsburg,26,15317,40.26257,-80.18728,,Hispanic,casual,0.15,0,7,2,3,0,0,0,0,2,4,0,0,2,5,0,5
Fans,Pittsburgh Steelers,NFL,Three Lakes,Greenacres,Greenacres,0,99016,47.622784,-117.138178,,Hispanic,convertible,0.15,23,0,0,0,0,14,0,0,0,2,3,4,9,0,0,6
Fans,Pittsburgh Steelers,NFL,Titusville,Titusville,Titusville,38,32780,28.548877,-80.853421,,Hispanic,casual,0.15,15,1,15,0,3,11,2,9,13,31,7,8,18,10,10,11
Fans,Pittsburgh Steelers,NFL,Trafford,Trafford,Trafford,50,15085,40.38562,-79.75893,,Hispanic,avid,0.15,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Treasure Lake,Du Bois,Du Bois,41,15801,41.137561,-78.754752,,Hispanic,casual,0.15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Fans,Pittsburgh Steelers,NFL,Tripoli,Tripoli,Tripoli,0,51344,43.3324,-95.1542,,Hispanic,convertible,0.15,0,0,0,0,15,0,0,18,0,0,0,0,11,0,0,0
Fans,Pittsburgh Steelers,NFL,Upper Saint Clair,Pittsburgh,Pittsburgh,37,15241,40.332266,-80.081026,,Hispanic,casual,0.15,0,0,0,0,2,0,0,0,0,0,0,0,5,4,3,1
Fans,Pittsburgh Steelers,NFL,Wapwallopen,Wapwallopen,Wapwallopen,8,18660,41.142698,-76.039935,,Hispanic,casual,0.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Washington,Washington,Washington,36,20001,38.911936,-77.016719,,Hispanic,casual,0.15,15,3,16,9,5,35,12,0,3,8,7,40,27,22,52,67
Fans,Pittsburgh Steelers,NFL,Webster,Webster,Webster,0,14580,43.21821,-77.454075,,Hispanic,convertible,0.15,2,2,4,6,2,5,0,2,2,14,28,8,5,6,2,3
Fans,Pittsburgh Steelers,NFL,Weirton,Weirton,Weirton,32,26062,40.41896,-80.58952,,Hispanic,casual,0.15,2,0,0,5,2,1,0,0,0,0,2,5,0,0,0,0
Fans,Pittsburgh Steelers,NFL,West Mifflin,West Mifflin,West Mifflin,49,15122,40.362505,-79.898389,,Hispanic,casual,0.15,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0
Fans,Pittsburgh Steelers,NFL,Westmont,Westmont,Westmont,52,60559,41.799876,-87.970713,,Hispanic,avid,0.15,2,9,0,13,16,6,6,3,0,17,15,24,13,14,4,7
Fans,Pittsburgh Steelers,NFL,White Oak,Mc Keesport,Mc Keesport,49,15131,40.338789,-79.796072,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,White Sulphur Springs,White Sulphur Springs,White Sulphur Springs,0,24986,37.782726,-80.312877,,Hispanic,convertible,0.15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Whitehall,Whitehall,Whitehall,45,18052,40.656746,-75.504128,,Hispanic,casual,0.15,5,0,2,36,0,8,25,0,54,25,9,36,27,15,30,5
Fans,Pittsburgh Steelers,NFL,Wilkinsburg,Pittsburgh,Pittsburgh,39,15221,40.435791,-79.86427,,Hispanic,casual,0.15,6,3,0,4,0,0,0,1,7,7,6,6,2,3,2,5
Fans,Pittsburgh Steelers,NFL,Willow Hill,Willow Hill,Willow Hill,8,17271,40.108243,-77.807221,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Windber,Windber,Windber,40,15963,40.180418,-78.829021,,Hispanic,casual,0.15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Wise,Wise,Wise,0,24293,37.002843,-82.570697,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Wolfdale,Washington,Washington,61,15301,40.135391,-80.146709,,Hispanic,avid,0.15,0,0,0,1,0,0,0,0,1,3,3,4,8,3,17,0
Fans,Pittsburgh Steelers,NFL,Zelienople,Zelienople,Zelienople,60,16063,40.7609,-80.10939,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Fans,Denver Broncos,NFL,Alamosa,Alamosa,Alamosa,58,81101,37.479933,-105.790967,,Hispanic,avid,0.19,21,40,24,26,29,40,6,29,45,73,58,42,21,33,17,21
Fans,Denver Broncos,NFL,Alamosa East,Alamosa,Alamosa,65,81101,37.479933,-105.790967,,Hispanic,avid,0.19,21,40,24,26,29,40,6,29,45,73,58,42,21,33,17,21
Fans,Denver Broncos,NFL,Arvada,Arvada,Arvada,36,80001,39.522014,-105.223945,,Hispanic,casual,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Aspen,Aspen,Aspen,11,81611,39.169324,-106.776744,,Hispanic,casual,0.19,9,4,0,6,0,6,0,0,0,17,13,13,0,20,3,12
Fans,Denver Broncos,NFL,Aspen Park,Conifer,Conifer,30,80433,39.473542,-105.284448,,Hispanic,casual,0.19,5,0,0,0,0,0,4,0,0,2,0,9,3,0,6,7
Fans,Denver Broncos,NFL,Atkins,Atkins,Atkins,0,72823,35.24647,-92.93656,,Hispanic,convertible,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Atlantic,Atlantic,Atlantic,0,16111,41.520379,-80.282617,,Hispanic,convertible,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Aurora,Aurora,Aurora,30,80010,39.739249,-104.862881,,Hispanic,casual,0.19,44,31,37,28,48,80,68,47,48,124,116,136,113,58,63,17
Fans,Denver Broncos,NFL,Avon,Avon,Avon,14,14414,42.895631,-77.735104,,Hispanic,casual,0.19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Fans,Denver Broncos,NFL,Avondale,Avondale,Avondale,0,85323,33.4356,-112.3496,,Hispanic,convertible,0.19,75,48,29,11,28,78,81,49,69,177,186,148,154,98,161,55
Fans,Denver Broncos,NFL,Belen,Belen,Belen,0,87002,34.651051,-106.695247,,Hispanic,convertible,0.19,86,38,36,51,53,42,70,17,17,80,103,56,62,12,37,25
Fans,Denver Broncos,NFL,Berkley,Berkley,Berkley,51,2779,41.828249,-71.064135,,Hispanic,avid,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Berthoud,Berthoud,Berthoud,32,80513,40.30832,-105.08109,,Hispanic,casual,0.19,0,0,0,0,0,0,1,0,1,18,24,14,14,9,14,4
Fans,Denver Broncos,NFL,Black Forest,Colorado Springs,Colorado Springs,37,80908,39.020647,-104.705498,,Hispanic,casual,0.19,5,0,0,0,0,0,0,0,0,0,10,10,12,20,10,21
Fans,Denver Broncos,NFL,Black Hawk,Black Hawk,Black Hawk,35,80422,39.81599,-105.475322,,Hispanic,casual,0.19,0,0,0,0,0,0,0,0,0,4,9,0,15,0,8,0
Fans,Denver Broncos,NFL,Bloomfield,Bloomfield,Bloomfield,23,7003,40.808549,-74.187005,,Hispanic,casual,0.19,53,25,15,15,17,23,15,36,26,36,101,117,102,87,154,59
Fans,Denver Broncos,NFL,Breckenridge,Breckenridge,Breckenridge,13,80424,39.475323,-106.022472,,Hispanic,casual,0.19,0,0,0,0,0,5,8,0,0,3,0,4,0,7,2,8
Fans,Denver Broncos,NFL,Brighton,Brighton,Brighton,44,2135,42.3501,-71.15644,,Hispanic,casual,0.19,54,29,9,22,15,7,6,26,4,13,50,43,18,24,24,38
Fans,Denver Broncos,NFL,Brooklyn,Brooklyn,Brooklyn Heights,0,11201,40.63776,-73.943928,,Hispanic,convertible,0.19,88,35,19,56,3,32,2,11,5,33,25,47,27,17,40,137
Fans,Denver Broncos,NFL,Burlington,Burlington,Burlington,50,98233,48.47566,-122.32544,,Hispanic,avid,0.19,0,0,0,3,11,10,15,6,10,29,39,17,33,10,0,4
Fans,Denver Broncos,NFL,Butte,Butte,Butte,13,59701,45.997895,-112.598765,,Hispanic,casual,0.19,0,0,18,11,12,1,0,12,0,5,5,3,18,6,10,3
Fans,Denver Broncos,NFL,Camp Pendleton North,Camp Pendleton,Camp Pendleton,7,92055,33.387723,-117.444758,,Hispanic,convertible,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Canyon,Canyon,Canyon,0,79015,35.004998,-101.91008,,Hispanic,convertible,0.19,10,12,0,2,0,6,4,13,22,3,29,9,17,15,4,32
Fans,Denver Broncos,NFL,Carbondale,Carbondale,Carbondale,16,81623,39.40221,-107.21116,,Hispanic,casual,0.19,13,0,0,19,5,7,13,10,8,24,16,41,31,2,21,13
Fans,Denver Broncos,NFL,Carlsbad,Carlsbad,Carlsbad,8,88220,32.416897,-104.46539,,Hispanic,casual,0.19,63,49,39,56,34,68,27,47,28,70,80,205,92,75,121,88
Fans,Denver Broncos,NFL,Cascade-Chipita Park,Cascade,Cascade,0,80809,38.89666,-104.9722,,Hispanic,convertible,0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Fans,Denver Broncos,NFL,Castle Rock,Castle Rock,Castle Rock,35,80104,39.374779,-104.849988,,Hispanic,casual,0.19,8,3,1,0,3,8,8,2,3,3,15,25,15,20,47,37
Fans,Denver Broncos,NFL,Centennial,Aurora,Aurora,34,80015,39.62732,-104.779035,,Hispanic,casual,0.19,0,1,0,4,15,16,4,4,34,34,51,142,69,43,68,78
Fans,Denver Broncos,NFL,Centerville,Dayton,Dayton,0,45459,39.646371,-84.171733,,Hispanic,convertible,0.19,0,0,5,6,0,11,13,0,2,12,7,2,2,10,6,6
Fans,Denver Broncos,NFL,Cherry Hills Village,Englewood,Englewood,27,80113,39.644445,-104.965111,,Hispanic,casual,0.19,2,0,29,5,7,0,14,10,0,22,17,34,5,18,10,35
Fans,Denver Broncos,NFL,Cheyenne,Cheyenne,Cheyenne,16,82001,41.092356,-104.936269,,Hispanic,casual,0.19,2,26,3,9,12,26,42,6,14,32,35,75,43,23,53,11
Fans,Denver Broncos,NFL,Cimarron Hills,Colorado Springs,Colorado Springs,24,80915,38.849797,-104.717043,,Hispanic,casual,0.19,7,10,4,25,6,11,12,33,8,15,52,52,58,10,40,5
Fans,Denver Broncos,NFL,Clifton,Clifton,Clifton,42,7011,40.877949,-74.141237,,Hispanic,casual,0.19,58,60,56,33,43,43,33,70,43,93,105,198,140,106,149,74
Fans,Denver Broncos,NFL,Clovis,Clovis,Clovis,8,88101,34.497241,-103.294978,,Hispanic,casual,0.19,101,92,88,84,77,83,50,51,49,102,104,175,37,38,53,16
Fans,Denver Broncos,NFL,Coeur d'Alene,Coeur D Alene,Coeur D Alene,3,83814,47.691736,-116.654109,,Hispanic,convertible,0.19,0,0,9,2,15,0,0,6,6,9,9,15,10,10,2,5
Fans,Denver Broncos,NFL,Colby,Colby,Colby,18,67701,39.40152,-100.973696,,Hispanic,casual,0.19,0,3,1,0,0,3,0,0,1,1,2,4,10,0,0,0
Fans,Denver Broncos,NFL,Colorado Springs,Colorado Springs,Colorado Springs,25,80901,38.861469,-104.857828,,Hispanic,casual,0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Columbine,Littleton,Littleton,44,80123,39.620596,-105.090085,,Hispanic,casual,0.19,3,5,0,2,8,3,12,10,9,7,44,44,77,57,27,71
Fans,Denver Broncos,NFL,Colville,Colville,Colville,0,99114,48.676916,-117.809315,,Hispanic,convertible,0.19,3,0,6,6,0,0,2,16,2,0,0,4,0,0,2,0
Fans,Denver Broncos,NFL,Commerce City,Commerce City,Commerce City,50,80022,39.869835,-104.771527,,Hispanic,avid,0.19,80,83,73,20,54,50,23,72,92,116,165,220,147,145,211,78
Fans,Denver Broncos,NFL,Cortez,Cortez,Cortez,43,81321,37.373594,-108.662826,,Hispanic,casual,0.19,12,2,10,3,0,0,12,0,9,10,19,12,35,2,12,0
Fans,Denver Broncos,NFL,Craig,Craig,Craig,64,81625,40.745223,-107.694794,,Hispanic,avid,0.19,14,6,0,3,3,0,13,3,11,0,12,1,5,5,8,2
Fans,Denver Broncos,NFL,Cripple Creek,Cripple Creek,Cripple Creek,57,80813,38.826084,-105.149874,,Hispanic,avid,0.19,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,2
Fans,Denver Broncos,NFL,Delta,Delta,Delta,69,17314,39.72705,-76.32663,,Hispanic,avid,0.19,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0
Fans,Denver Broncos,NFL,Denver,Denver,Denver,30,17517,40.23315,-76.13717,,Hispanic,casual,0.19,0,0,0,0,0,0,0,0,8,0,2,0,0,7,6,5
Fans,Denver Broncos,NFL,Derby,Derby,Derby,42,14047,42.683522,-78.995736,,Hispanic,casual,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
Fans,Denver Broncos,NFL,Divide,Divide,Divide,0,80814,38.923901,-105.185653,,Hispanic,convertible,0.19,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0
Fans,Denver Broncos,NFL,Durango,Durango,Durango,25,81301,37.318364,-107.880367,,Hispanic,casual,0.19,0,4,26,6,6,10,3,2,16,17,12,8,7,5,17,4
Fans,Denver Broncos,NFL,El Rio,Oxnard,Oxnard,0,93036,34.236999,-119.184377,,Hispanic,convertible,0.19,26,36,30,29,50,87,41,63,97,132,116,230,258,113,114,142
Fans,Denver Broncos,NFL,Ellis,Ellis,Ellis,0,67637,38.93807,-99.56067,,Hispanic,convertible,0.19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
Fans,Denver Broncos,NFL,Ellsworth Air Force Base,Ellsworth Afb,Ellsworth Afb,8,57706,44.15098,-103.09488,,Hispanic,casual,0.19,0,0,0,0,0,0,0,3,9,0,0,4,0,0,3,0
Fans,Denver Broncos,NFL,Englewood,Englewood,Englewood,47,34223,26.982666,-82.3542,,Hispanic,casual,0.19,0,0,2,0,0,5,0,0,0,1,7,4,1,0,3,4
Fans,Denver Broncos,NFL,Erie,Erie,Erie,33,80516,40.05026,-105.04998,,Hispanic,casual,0.19,0,10,5,6,12,0,0,0,14,8,13,28,11,16,45,28
Fans,Denver Broncos,NFL,Evans,Evans,Evans,46,80620,40.37637,-104.69219,,Hispanic,casual,0.19,23,28,25,6,18,19,4,13,18,30,58,49,57,45,27,39
Fans,Denver Broncos,NFL,Evanston,Evanston,Evanston,0,82930,41.015672,-110.644785,,Hispanic,convertible,0.19,0,6,1,0,3,0,0,5,0,9,21,24,11,0,0,4
Fans,Denver Broncos,NFL,Evergreen,Hammonton,Hammonton,29,8037,39.63651,-74.80239,,Hispanic,casual,0.19,10,10,1,11,37,21,24,23,0,13,33,17,22,0,35,33
Fans,Denver Broncos,NFL,Farmington,Farmington,Farmington,19,14425,42.958041,-77.308256,,Hispanic,casual,0.19,0,0,2,0,0,14,9,0,0,0,5,0,4,2,4,0
Fans,Denver Broncos,NFL,Federal Heights,Denver,Denver,36,80260,39.867397,-105.005845,,Hispanic,casual,0.19,13,27,20,36,38,44,120,45,24,109,122,210,73,59,43,28
Fans,Denver Broncos,NFL,Firestone,Longmont,Longmont,34,80504,40.129416,-104.970816,,Hispanic,casual,0.19,17,1,15,2,2,13,22,14,44,15,42,150,105,73,69,46
Fans,Denver Broncos,NFL,Florence,Florence,Florence,36,85132,33.03145,-111.38734,,Hispanic,casual,0.19,34,10,0,0,5,4,28,26,0,26,42,64,47,36,1,46
Fans,Denver Broncos,NFL,Fort Carson,Colorado Springs,Colorado Springs,14,80913,38.729969,-104.753607,,Hispanic,casual,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Fort Collins,Fort Collins,Fort Collins,25,80521,40.594597,-105.127416,,Hispanic,casual,0.19,34,28,15,12,25,14,1,6,2,17,23,29,3,8,10,5
Fans,Denver Broncos,NFL,Fort Edward,Fort Edward,Fort Edward,0,12828,43.26702,-73.58456,,Hispanic,convertible,0.19,0,0,0,0,16,0,0,0,0,0,4,2,0,0,0,0
Fans,Denver Broncos,NFL,Fort Morgan,Fort Morgan,Fort Morgan,50,80701,40.262591,-103.847648,,Hispanic,avid,0.19,19,15,18,4,5,5,9,21,12,52,51,88,42,13,26,13
Fans,Denver Broncos,NFL,Fountain,Fountain,Fountain,30,80817,38.663856,-104.652221,,Hispanic,casual,0.19,16,18,6,10,3,20,13,1,14,54,26,118,34,62,22,22
Fans,Denver Broncos,NFL,Frederick,Frederick,Frederick,48,21701,39.443551,-77.33294,,Hispanic,casual,0.19,2,5,1,10,2,1,6,2,0,5,12,43,12,8,0,12
Fans,Denver Broncos,NFL,Fruita,Fruita,Fruita,34,81521,39.149614,-108.685164,,Hispanic,casual,0.19,8,0,0,0,0,0,0,4,0,0,55,5,0,10,7,0
Fans,Denver Broncos,NFL,Gallup,Gallup,Gallup,20,87301,35.534983,-108.737949,,Hispanic,casual,0.19,19,33,21,11,10,13,10,14,13,54,94,22,25,13,24,8
Fans,Denver Broncos,NFL,Garden City,Garden City,Garden City,18,11530,40.726801,-73.639723,,Hispanic,casual,0.19,7,7,0,9,1,2,0,0,0,2,3,4,7,2,6,59
Fans,Denver Broncos,NFL,Gering,Gering,Gering,30,69341,41.80602,-103.75796,,Hispanic,casual,0.19,6,5,1,2,6,11,1,2,2,9,50,27,9,12,7,7
Fans,Denver Broncos,NFL,Gleneagle,Englewood,Englewood,21,80112,39.581238,-104.862194,,Hispanic,casual,0.19,17,6,0,17,2,4,27,0,17,23,62,29,23,7,14,11
Fans,Denver Broncos,NFL,Granby,Granby,Granby,21,6035,41.966062,-72.796407,,Hispanic,casual,0.19,0,1,0,0,0,0,0,0,0,0,2,0,2,0,8,5
Fans,Denver Broncos,NFL,Grand Junction,Grand Junction,Grand Junction,33,81501,39.069019,-108.583126,,Hispanic,casual,0.19,29,36,8,9,36,25,6,17,7,26,15,38,16,0,17,0
Fans,Denver Broncos,NFL,Granite Quarry,Granite Quarry,Granite Quarry,0,28072,35.610921,-80.436124,,Hispanic,convertible,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Denver Broncos,NFL,Great Bend,Great Bend,Great Bend,8,67530,38.393567,-98.775074,,Hispanic,casual,0.19,10,7,0,14,4,3,17,10,21,10,34,24,8,11,2,5
